Area,Area url,Number of apartments in area,Apartment Url,Apartment,Deal,Pet Policy
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/andover-house-washington-dc/p2mmlnr,Andover House,"<p>Limited time offer! New leases starting by 2/28 enjoy a 2 month rent credit, after 3/1 or after enjoy a 1 month rent credit. Credits available on terms of 12 months.</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. All animals must be authorized by management.</li> <li><span class=""bullet"">•</span>$55 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$600 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/1301-thomas-circle-washington-dc/q81qevx,1301 Thomas Circle,"<p>Limited time offer! New leases starting by 2/28 enjoy a 2 month rent credit, after 3/1 or after enjoy a 1 month rent credit. Credits available on terms of 12 months.</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. All animals must be authorized by management.</li> <li><span class=""bullet"">•</span>$55 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$600 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,Avalon at Gallery Place,None,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Pet and breed restrictions apply.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/resa-washington-dc/z91hllw,RESA,<p>Enjoy up to two months free on select homes and half off the amenity fee.*</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Pet fees and restrictions may apply. See leasing agent for details.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-belgard-washington-dc/n17wlyp,The Belgard,"<p>Reduced rent on all apartments, waived application and administrative fee PLUS One Month Free on One Bedroom Apartment Homes. *Restrictions apply. See Leasing Consultant for Details.</p>","['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$450 Fee</li>
<li><span class=""bullet"">•</span>50 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,Calvert Woodley,"<p>$500 Off on Move-In Costs on Select Apartments! [Offer good thru Feb 15, 2021]</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/view-14-washington-dc/mdpd2hl,View 14,<p>1 month free if you move in by the 25th of February 2021. In addition receive 1/2 off the amenity fee.</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. All animals must be authorized by management.</li> <li><span class=""bullet"">•</span>$55 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$600 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/cleveland-house-washington-dc/9x7shb5,Cleveland House,"<p>Up to $1,500 off on Select Apartments! Offer valid on new leases only. Onsite transfers excluded. or $500 off on move-in costs on select apartments! [Offer good thru Feb 15, 2021]</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/gelmarc-towers-washington-dc/v3rclbe,Gelmarc Towers,<p>6 WEEKS FREE! For a limited time only - 6 weeks free on all units! Call or email today for details! New Residents Only.</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$45 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$150 Fee</li>
<li><span class=""bullet"">•</span>70 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/washington-apartments-washington-dc/8vh3132,Washington Apartments,<h4>2 Months Free Rent On All Apartments + 3 Months Free Parking</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Aggressive Breed Restrictions apply</li> <li><span class=""bullet"">•</span>$250 Deposit</li>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>60 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/newport-west-washington-dc/tm1549c,Newport West,<p>6 WEEKS FREE! For a limited time only - 6 weeks free on all units! Call or email today for details! New Residents Only.</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-mondrian-washington-dc/lt6c0se,The Mondrian,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$500 Deposit</li>
<li><span class=""bullet"">•</span>40 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/425-mass-washington-dc/035wmw1,425 Mass,"<p>Up to 1 Month off $500 off Move In Costs on Select Apartments! Offer valid on new leases only. Onsite transfers excluded. or $500 off on move-in costs on select apartments! [Offer good thru Feb 15, 2021]</p>","['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/7th-flats-washington-dc/lj6p6kd,7th Flats,<p>Move in by 02/15 and receive 2 months free!</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> We welcome up to 2 pets per home. We accept cats and dogs. There is a pet fee of $500 and pet rent of $50. Please call our leasing office for complete pet policy information.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/yale-west-washington-dc/l10gqce,Yale West,<p>Receive up to one month free on select homes.</p>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Aggressive Breeds</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Dog Walking, Pet Sitting, and Grooming.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/president-madison-washington-dc/k95fs1c,President Madison,<h4>Up to Two Months Plus Free Parking &amp; Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-york-and-potomac-park-washington-dc/0n413l2,The York and Potomac Park,<h4>Up to 1.5 Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/flats-130-at-constitution-square-washington-dc/vf9fjvf,Flats 130 at Constitution Square,"<p>Limited Time | Enjoy up to 6 weeks free rent on all Flats 130 studios, and a waived amenity fee on all other floor plans.</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed restrictions apply.</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> $500 non-refundable pet fee for 1st pet. Additional $300 non-refundable pet fee for 2nd pet. Monthly Pet Rent is $50/per pet.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/camden-noma-washington-dc/mz4q2nj,Camden NoMa,"<p>We're open by Appointment Only. Call 24 x 7 to schedule a live video, self-guided, or team member tour! Social distancing, face-coverings required.</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> At Camden, your pets are family too! We welcome cats and dogs, up to three pets per apartment home with no weight limit. Call us with any pet-related questions! Restricted Breeds: American Pit Bull Terrier, American Staffordshire Terrier, Staffordshire Bull Terrier, any mix of the previous breeds, or any other dog or breed deemed aggressive.</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> We welcome cats and dogs, up to two pets per apartment with no weight limit.</li> <li><span class=""bullet"">•</span>$60 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$400 - 500 Fee</li>
<li><span class=""bullet"">•</span>100 lb Weight Limit</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/77-h-washington-dc/7qlflyw,77 H,None,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Bozzuto Breed Restriction List</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Baroo is our dog walking service that we use onsite.</li> <li><span class=""bullet"">•</span>$60 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/elevation-at-washington-gateway-washington-dc/yjjx41s,Elevation at Washington Gateway,None,"['\n', <p>
<span>Dogs and Other Pets Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions for dogs may apply</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> We can refer residents to utilize different pet care services.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-shawmut-washington-dc/kpyrwkb,The Shawmut,<p>Get up to TWO MONTHS FREE on studio apartments. $100 Security Deposits for a Limited Time *terms and conditions apply. See leasing agent for details*</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Yes</li> <li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
<li><span class=""bullet"">•</span>Must Be Spayed/Neutered</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/newseum-residences-washington-dc/d8m3p4j,Newseum Residences,None,"['\n', <p>
<span>Dogs and Other Pets Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Akita,American Bulldog,Anatolian Shepard,Australian Cattle-dog,Beauceron,Husky,Cane Corso, Chow Chow, Pit Bull, Mastif, Rottweiler,German Shepard</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/ravenel-washington-dc/evqw6lp,Ravenel,<h4>UP TO TWO MONTH'S FREE RENT!</h4>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Weight Limit is 75 lbs. No Pit Bulls and Pit Bull mixes</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Ravenel loves your pets! Each apartment may have up to two (2)  pets. Pet fees and pet rents may vary. Please speak to a leasing associate for more information.</li> <li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/corcoran-house-at-dupont-circle-washington-dc/pcjl68v,Corcoran House at Dupont Circle,"<p>Up to 1 Month off on Select Apartments! Offer valid on new leases only. Onsite transfers excluded. or $500 off on move-in costs on select apartments! [Offer good thru Feb 15, 2021]</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-croydon-washington-dc/hh6rq30,The Croydon,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$350 Fee</li>
<li><span class=""bullet"">•</span>85 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/the-cambridge-apartments-washington-dc/gepb96x,The Cambridge Apartments,None,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> No Aggressive Breeds</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/1630-r-street-washington-dc/b77b759,1630 R Street,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>50 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/kew-gardens-washington-dc/sdenwh4,Kew Gardens,<h4>Up to Two Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Move in pet fee $150 per dog. Monthly pet charge $50</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
downtown-dc,https://www.apartments.com/downtown-dc-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 200,https://www.apartments.com/washington-house-washington-dc/2tvesj9,Washington House,None,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> 40 pounds maximum weight for dogs. $20 per pet per month. $500 non-refundable dog fee. 2 total pets maximum per unit.</li> <li><span class=""bullet"">•</span>$20 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>40 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/avalon-at-foxhall-washington-dc/1g9csl4,Avalon at Foxhall,<p>* Get 2 months free for a limited time! * Terms and conditions apply.</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/highlands-of-chevy-chase-chevy-chase-md/h1xzg03,Highlands of Chevy Chase,None,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>35 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/vaughan-place-washington-dc/t665fwc,Vaughan Place,"<p>TWO MONTHS FREE! *some restrictions may apply, call for more details.</p>","['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> NO Breed Restrictions</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> (2) Pets Max|One-Time Fee</li> <li><span class=""bullet"">•</span>$750 Fee</li>
<li><span class=""bullet"">•</span>70 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/the-berkshire-washington-dc/7vsyfxy,The Berkshire,<p>Apply Now &amp; M/I by 1/20/2021 to Receive Up to 1-month Complimentary Rent. *Restrictions Apply*!</p>,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>25 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/park-georgetown-arlington-va/5531ckm,Park Georgetown,None,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> No Weight Limit. No Pit Bulls and Pit Bull Mixes</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Park Georgetown loves your pets!  Each apartment may have up to (2) pets. Pet fees and pet rent may vary. Please speak to a leasing associate for more information.</li> <li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/adams-view-apartments-washington-dc/51hcvmn,Adams View Apartments,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>60 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/park-crest-washington-dc/2cjm3n8,Park Crest,<h4>Up to Two Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/wisconsin-place-chevy-chase-md/5bjh7bp,Wisconsin Place,None,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$300 Deposit</li>
<li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>70 lb Weight Limit</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
georgetown-wisconsin-ave,https://www.apartments.com/georgetown-wisconsin-ave-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 172,https://www.apartments.com/kew-gardens-washington-dc/sdenwh4,Kew Gardens,<h4>Up to Two Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Move in pet fee $150 per dog. Monthly pet charge $50</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
