Area,Area url,Number of apartments in area,Apartment Url,Apartment,Deal,Pet Policy
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/admo-heights-washington-dc/v4m2kwf,AdMo Heights,<p>Up to 2 months free rent on select apartments</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> 2 pets $500 deposit.</li> <li><span class=""bullet"">•</span>$55 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,The Swift at Petworth Metro,None,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/view-14-washington-dc/mdpd2hl,View 14,<p>1 month free if you move in by the 25th of February 2021. In addition receive 1/2 off the amenity fee.</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Acceptable animals include domestic cats and dogs. Dogs that are purebreds or mixes of the following breeds are prohibited: Akita, Alaskan Malamute, Chow-Chow, Doberman, German Shepherd, Great Dane, Pit Bull (American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier), Rottweiler, Saint Bernard, Shar Pei, and Siberian Husky. All other animals including exotic pets are prohibited. All animals must be authorized by management.</li> <li><span class=""bullet"">•</span>$55 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$600 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/warder-mansion-washington-dc/5whp04m,Warder Mansion,None,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Please ask about weight and breed restrictions. Pet rent range is $20-$40 per month (per pet), based on recommendation from PetScreening system.</li> <li><span class=""bullet"">•</span>$350 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/highland-park-at-columbia-heights-metro-washington-dc/kprf84b,Highland Park at Columbia Heights Metro,<h4>Ring in the New Year with Reduced Pricing!</h4>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Certain restrictions apply</li> <li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/gelmarc-towers-washington-dc/v3rclbe,Gelmarc Towers,<p>6 WEEKS FREE! For a limited time only - 6 weeks free on all units! Call or email today for details! New Residents Only.</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$45 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$150 Fee</li>
<li><span class=""bullet"">•</span>70 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/the-woodner-washington-dc/bvr7rf8,The Woodner,<h4>Up to three months free rent! 3 month leases starting at $1199.00!</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed restrictions apply.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$300 Fee</li>
<li><span class=""bullet"">•</span>25 lb Weight Limit</li>
<li><span class=""bullet"">•</span>1 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/the-shay-washington-dc/lqsqmxd,The Shay,"<p>Lease now for TWO MONTHS FREE RENT plus a waived application and amenity fee. Restrictions may apply, see leasing agent for details.</p>","['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Weight and breed restrictions may apply, see leasing agent for details.</li> <li><span class=""bullet"">•</span>$75 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/arcade-sunshine-washington-dc/mz0p1xl,Arcade Sunshine,"<p>One Month FREE on all vacants on 14 plus term! Waived reservation fee if you lease within 72 hours! CALL TODAY, LIMITED AVAILABILITY!</p>","['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> We accept 2 pets per apartment home. One time pet fee of $400-1 pet and $200 for 2pets. Monthly pet rent $50.00 per pet.</li> <li><span class=""bullet"">•</span>$100 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$400 - 600 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/calvert-woodley-washington-dc/jczwcd6,Calvert Woodley,"<p>$500 Off on Move-In Costs on Select Apartments! [Offer good thru Feb 15, 2021]</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/quebec-house-washington-dc/xy5n62p,Quebec House,<p>Our DC community is nestled against Rock Creek Park &amp; in the heart of Cleveland Park. New move-ins will enjoy 2 months free. Call today to schedule an in-person (with PPE!) or fun virtual tour. Check apartment shopping off your to-do list!* *Offers are subject to change and restrictions do apply; incentives apply to new move-ins only.</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Pet fee $300.00 and Pet rent $50.00 per month.</li> <li><span class=""bullet"">•</span>55 lb Weight Limit</li>
<li><span class=""bullet"">•</span>1 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/highview-castle-manor-washington-dc/m5xtd7h,Highview & Castle Manor,<h4>Up to Two Month Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/park-place-at-petworth-metro-washington-dc/10h4n76,Park Place at Petworth Metro,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Breed restrictions apply.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>90 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/harvard-village-washington-dc/evrj2lq,Harvard Village,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Breed and weight restrictions for dogs. Two pets total allowed in the apartment, monthly pet fees as well as a one-time, non-refundable fee will apply.</li> <li><span class=""bullet"">•</span>$300 Deposit</li>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/park-triangle-washington-dc/lrxd40f,Park Triangle,<p>Move in Today &amp; Pay No Rent Until December 2020 on Select Apartments!</p>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed restrictions are as follows :Akitas, Alaskan Malamutes, American Staffordshire Terriers, Bull Terriers, Chow Chows, Doberman Pinschers, Fila Brasilerios, Japanese Tosas, Miniature Bull Terriers, Pit Bulls, Presa Canarios, Rottweilers,  Staffordshire Bull Terriers, Wolf Hybrids, Wild Dogs, or any partial breed dog that has one or more of the previously mentioned breeds in its lineage.</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Up to two pets allowed per apartment. One time non refundable pet fee of $500.00 and $50 pet rent per month.</li> <li><span class=""bullet"">•</span>$500 Deposit</li>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>100 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/park-ellison-washington-dc/5dvr6lm,Park Ellison,<p>6 WEEKS FREE! For a limited time only - 6 weeks free on all units! Call or email today for details! New Residents Only.</p>,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/president-madison-washington-dc/k95fs1c,President Madison,<h4>Up to Two Months Plus Free Parking &amp; Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/7th-flats-washington-dc/lj6p6kd,7th Flats,<p>Move in by 02/15 and receive 2 months free!</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> We welcome up to 2 pets per home. We accept cats and dogs. There is a pet fee of $500 and pet rent of $50. Please call our leasing office for complete pet policy information.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/the-shawmut-washington-dc/kpyrwkb,The Shawmut,<p>Get up to TWO MONTHS FREE on studio apartments. $100 Security Deposits for a Limited Time *terms and conditions apply. See leasing agent for details*</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Yes</li> <li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
<li><span class=""bullet"">•</span>Must Be Spayed/Neutered</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/columbia-uptown-washington-dc/hxt25v3,Columbia Uptown,<h4>Two Months Free!</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Weight Limit is 70 lbs. No Pure Bred Pit Bulls or Pit Bull Mixes.</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Columbia Uptown loves your pets! Each apartment may have up to (2) pets. Pet fees and pet rent may vary. Please speak to a leasing associate for more information.</li> <li><span class=""bullet"">•</span>45 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/paramount-washington-dc/4szpm7l,Paramount,<h4>Up to Two Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,Fitzgerald,"<h4>Best. Deal. EVER....Up to *THREE MONTHS FREE!* New year, new home -- what are you waiting for?</h4>","['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>1 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/the-citadel-washington-dc/27tnfrb,The Citadel,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/dorchester-house-washington-dc/dq5n2zj,Dorchester House,None,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/dorchester-west-apartments-washington-dc/2p6wgy8,Dorchester West Apartments,None,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Pet-friendly community. $500 flat fee if you have both dog &amp; cat.</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> No weight limit for ground floor homes</li> <li><span class=""bullet"">•</span>$500 Deposit</li>
<li><span class=""bullet"">•</span>50 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/1630-park-washington-dc/h5018z3,1630 Park,<h4>Up to Two Months Free &amp; a $500 Gift Card Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions Apply</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Move in pet fee $150 per dog. Monthly pet fee $50</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/washington-house-washington-dc/2tvesj9,Washington House,None,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> 40 pounds maximum weight for dogs. $20 per pet per month. $500 non-refundable dog fee. 2 total pets maximum per unit.</li> <li><span class=""bullet"">•</span>$20 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>40 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/park-square-washington-dc/953vhx7,Park Square,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$20 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>40 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/lanier-apartments-washington-dc/9vh2ez6,Lanier Apartments,<p>One and half months free on select apartments! Call for details!</p>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Call for breed restrictions</li> <li><span class=""bullet"">•</span>$300 Fee</li>
<li><span class=""bullet"">•</span>50 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/connecticut-plaza-apartments-washington-dc/35p1rgf,Connecticut Plaza Apartments,<p>Receive 2 Months Free Rent When You Sign a Lease by December 31st. (restrictions apply)</p>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed restrictions apply. Please call our management office for more details.</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Cats and Dogs Welcome! There will be an additional one-time fee of $200 for the second pet, if applicable.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$250 Fee</li>
<li><span class=""bullet"">•</span>85 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/cathedral-mansions-washington-dc/zwwccmx,Cathedral Mansions,<h4>Up to 2 Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restriction</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/corcoran-house-at-dupont-circle-washington-dc/pcjl68v,Corcoran House at Dupont Circle,"<p>Up to 1 Month off on Select Apartments! Offer valid on new leases only. Onsite transfers excluded. or $500 off on move-in costs on select apartments! [Offer good thru Feb 15, 2021]</p>","['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> null</li> <li><span class=""bullet"">•</span>$65 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>3 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/ravenel-washington-dc/evqw6lp,Ravenel,<h4>UP TO TWO MONTH'S FREE RENT!</h4>,"['\n', <p>
<span>Dogs and Cats Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Weight Limit is 75 lbs. No Pit Bulls and Pit Bull mixes</li> <li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Ravenel loves your pets! Each apartment may have up to two (2)  pets. Pet fees and pet rents may vary. Please speak to a leasing associate for more information.</li> <li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/1630-r-street-washington-dc/b77b759,1630 R Street,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>50 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
adams-morgan-columbia-heights,https://www.apartments.com/adams-morgan-columbia-heights-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 184,https://www.apartments.com/the-croydon-washington-dc/hh6rq30,The Croydon,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$350 Fee</li>
<li><span class=""bullet"">•</span>85 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
petworth,https://www.apartments.com/petworth-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 28 ,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,The Swift at Petworth Metro,None,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
petworth,https://www.apartments.com/petworth-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 28 ,https://www.apartments.com/the-woodner-washington-dc/bvr7rf8,The Woodner,<h4>Up to three months free rent! 3 month leases starting at $1199.00!</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed restrictions apply.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$300 Fee</li>
<li><span class=""bullet"">•</span>25 lb Weight Limit</li>
<li><span class=""bullet"">•</span>1 Pet Limit</li>
</ul>, '\n']"
petworth,https://www.apartments.com/petworth-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 28 ,https://www.apartments.com/park-place-at-petworth-metro-washington-dc/10h4n76,Park Place at Petworth Metro,None,"['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Comments:</span> Breed restrictions apply.</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>90 lb Weight Limit</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
petworth,https://www.apartments.com/petworth-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 28 ,https://www.apartments.com/paramount-washington-dc/4szpm7l,Paramount,<h4>Up to Two Months Free Plus Waived Deposit and Pet Fee</h4>,"['\n', <p>
<span>Dogs Allowed:</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span><span class=""bullet-label"">Restrictions:</span> Breed Restrictions</li> <li><span class=""bullet"">•</span>$50 Monthly Pet Rent</li>
<li><span class=""bullet"">•</span>$500 Fee</li>
</ul>, '\n']"
petworth,https://www.apartments.com/petworth-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 28 ,https://www.apartments.com/fitzgerald-washington-dc/22ss2m9,Fitzgerald,"<h4>Best. Deal. EVER....Up to *THREE MONTHS FREE!* New year, new home -- what are you waiting for?</h4>","['\n', <p>
<span>Dogs Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>75 lb Weight Limit</li>
<li><span class=""bullet"">•</span>1 Pet Limit</li>
</ul>, '\n']"
petworth,https://www.apartments.com/petworth-washington-dc/under-2100-pet-friendly-dog/?sfmin=700&sfmax=1300, 28 ,https://www.apartments.com/the-swift-at-petworth-metro-washington-dc/reev000,The Swift at Petworth Metro,None,"['\n', <p>
<span>Dogs and Cats Allowed</span>
</p>, '\n', <ul>
<li><span class=""bullet"">•</span>$500 Fee</li>
<li><span class=""bullet"">•</span>2 Pet Limit</li>
</ul>, '\n']"
