index,Apartment,Apartment URL,Sq Feet,Sq Feet Clean,Rent,Rent Simple,Bedrooms,Deposit,Available
1187,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,782 Sq Ft,782,"$2,103 - 3,195",2103 ,"('1 ', ' bedroom')",$0,Available Now
1188,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,782 Sq Ft,782,"$2,103",2103,"('1 ', ' bedroom')",$0,Available Now
1189,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,782 Sq Ft,782,"$2,113",2113,"('1 ', ' bedroom')",$0,Available Now
1190,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,782 Sq Ft,782,"$2,233",2233,"('1 ', ' bedroom')",$0,Available Now
1191,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,738 Sq Ft,738,"$2,138 - 3,066",2138 ,"('1 ', ' bedroom')",$0,Available Now
1192,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,738 Sq Ft,738,"$2,138",2138,"('1 ', ' bedroom')",$0,Available Now
1193,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,883 Sq Ft,883,"$2,283 - 3,268",2283 ,"('1 ', ' bedroom')",$0,Available Now
1194,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,883 Sq Ft,883,"$2,283",2283,"('1 ', ' bedroom')",$0,Available Now
1195,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,703 Sq Ft,703,"$2,123 - 3,059",2123 ,"('1 ', ' bedroom')",$0,Feb 8
1196,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,703 Sq Ft,703,"$2,123",2123,"('1 ', ' bedroom')",$0,Feb 8
1197,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,703 Sq Ft,703,"$2,143",2143,"('1 ', ' bedroom')",$0,Mar 7
1198,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,791 Sq Ft,791,"$2,268 - 3,229",2268 ,"('1 ', ' bedroom')",$0,Mar 12
1199,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,791 Sq Ft,791,"$2,268",2268,"('1 ', ' bedroom')",$0,Mar 12
1200,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,732 Sq Ft,732,"$2,053 - 2,832",2053 ,"('1 ', ' bedroom')",$0,Mar 25
1201,Station House,https://www.apartments.com/station-house-washington-dc/03e9td3,732 Sq Ft,732,"$2,053",2053,"('1 ', ' bedroom')",$0,Mar 25
1221,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,735 Sq Ft,735,"$1,804 - 1,814",1804 ,"('1 ', ' bedroom')",$0,Available Now
1222,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,735 Sq Ft,735,"$1,814",1814,"('1 ', ' bedroom')",$400,Available Now
1223,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,747 Sq Ft,747,"$1,924 - 1,969",1924 ,"('1 ', ' bedroom')",$0,Available Now
1224,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,747 Sq Ft,747,"$1,924",1924,"('1 ', ' bedroom')",$400,Available Now
1225,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,747 Sq Ft,747,"$1,939",1939,"('1 ', ' bedroom')",$400,Available Now
1226,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,789 Sq Ft,789,"$2,291 - 2,316",2291 ,"('1 ', ' bedroom')",$0,Available Now
1227,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,789 Sq Ft,789,"$2,291",2291,"('1 ', ' bedroom')",$400,Available Now
1228,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,747 Sq Ft,747,"$1,969",1969,"('1 ', ' bedroom')",$400,Mar 16
1229,Anthology,https://www.apartments.com/anthology-washington-dc/wszpeqj,735 Sq Ft,735,"$1,804",1804,"('1 ', ' bedroom')",$400,May 8
1239,AVA H Street,https://www.apartments.com/ava-h-street-washington-dc/gggrwgz,816 Sq Ft,816,"$1,995",1995,"('2 ', ' bedroom')",$300,Available Now
1240,AVA H Street,https://www.apartments.com/ava-h-street-washington-dc/gggrwgz,854 Sq Ft,854,"$2,005 - 2,225",2005 ,"('2 ', ' bedroom')",$300,Available Now
1241,AVA H Street,https://www.apartments.com/ava-h-street-washington-dc/gggrwgz,923 Sq Ft,923,"$2,100",2100,"('2 ', ' bedroom')",$300,Available Now
1242,AVA H Street,https://www.apartments.com/ava-h-street-washington-dc/gggrwgz,828 Sq Ft,828,"$2,220",2220,"('2 ', ' bedroom')",$300,Available Now
1247,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,700 Sq Ft,700,"$1,544",1544,"('1 ', ' bedroom')",$0,Available Now
1248,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,728 Sq Ft,728,"$1,848",1848,"('1 ', ' bedroom')",$0,Available Now
1249,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,737 Sq Ft,737,"$1,963 - 2,033",1963 ,"('1 ', ' bedroom')",$0,Available Now
1250,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,773 Sq Ft,773,"$1,998 - 2,088",1998 ,"('1 ', ' bedroom')",$0,Available Now
1252,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,822 Sq Ft,822,"$2,078 - 2,168",2078 ,"('1 ', ' bedroom')",$0,Available Now
1254,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,876 Sq Ft,876,"$2,007 - 2,047",2007 ,"('2 ', ' bedroom')",$0,Available Now
1255,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,876 Sq Ft,876,"$2,027",2027,"('2 ', ' bedroom')",$0,Available Now
1256,Union Heights,https://www.apartments.com/union-heights-washington-dc/py4ex5t,921 Sq Ft,921,"$2,077",2077,"('2 ', ' bedroom')",$0,Apr 2
1267,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,773 Sq Ft,773,"$1,817 - 2,837",1817 ,"('1 ', ' bedroom')",$300,Available Now
1268,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,773 Sq Ft,773,"$1,817",1817,"('1 ', ' bedroom')",$300,Available Now
1269,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,783 Sq Ft,783,"$1,847 - 2,717",1847 ,"('1 ', ' bedroom')",$0,Available Now
1270,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,783 Sq Ft,783,"$1,847",1847,"('1 ', ' bedroom')",$300,Available Now
1271,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,809 Sq Ft,809,"$1,887 - 2,797",1887 ,"('1 ', ' bedroom')",$300,Available Now
1272,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,791 Sq Ft,791,"$2,162 - 2,887",2162 ,"('1 ', ' bedroom')",$300,Available Now
1273,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,791 Sq Ft,791,"$2,162",2162,"('1 ', ' bedroom')",$300,Available Now
1274,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,843 Sq Ft,843,"$2,202 - 2,912",2202 ,"('1 ', ' bedroom')",$300,Available Now
1275,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,843 Sq Ft,843,"$2,202",2202,"('1 ', ' bedroom')",$300,Available Now
1276,Union Place,https://www.apartments.com/union-place-washington-dc/kxp7jp9,752 Sq Ft,752,"$2,242",2242,"('1 ', ' bedroom')",$300,Mar 11
1289,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,098 - 2,198",2098 ,"('1 ', ' bedroom')",$0,Available Now
1290,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,098",2098,"('1 ', ' bedroom')",$0,Available Now
1291,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,128",2128,"('1 ', ' bedroom')",$0,Available Now
1292,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,768 Sq Ft,768,"$2,114 - 2,249",2114 ,"('1 ', ' bedroom')",$0,Available Now
1293,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,768 Sq Ft,768,"$2,124",2124,"('1 ', ' bedroom')",$0,Available Now
1296,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,768 Sq Ft,768,"$2,174",2174,"('1 ', ' bedroom')",$0,Available Now
1299,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,768 Sq Ft,768,"$2,249",2249,"('1 ', ' bedroom')",$0,Available Now
1302,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,132 - 2,177",2132 ,"('1 ', ' bedroom')",$0,Available Now
1303,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,132",2132,"('1 ', ' bedroom')",$0,Available Now
1304,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,146 - 2,206",2146 ,"('1 ', ' bedroom')",$0,Available Now
1305,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,161",2161,"('1 ', ' bedroom')",$0,Available Now
1306,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,206",2206,"('1 ', ' bedroom')",$0,Available Now
1307,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,756 Sq Ft,756,"$2,161 - 2,186",2161 ,"('1 ', ' bedroom')",$0,Available Now
1308,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,756 Sq Ft,756,"$2,161",2161,"('1 ', ' bedroom')",$0,Available Now
1309,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,161 - 2,186",2161 ,"('1 ', ' bedroom')",$0,Available Now
1310,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,186",2186,"('1 ', ' bedroom')",$0,Available Now
1311,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,758 Sq Ft,758,"$2,162",2162,"('1 ', ' bedroom')",$0,Available Now
1313,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,788 Sq Ft,788,"$2,295",2295,"('1 ', ' bedroom')",$0,Available Now
1315,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,118",2118,"('1 ', ' bedroom')",$0,Feb 15
1316,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,128",2128,"('1 ', ' bedroom')",$0,Feb 15
1319,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,768 Sq Ft,768,"$2,134",2134,"('1 ', ' bedroom')",$0,Feb 15
1320,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,156 - 2,191",2156 ,"('1 ', ' bedroom')",$0,Feb 15
1321,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,166",2166,"('1 ', ' bedroom')",$0,Feb 15
1322,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,191",2191,"('1 ', ' bedroom')",$0,Feb 15
1323,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,161",2161,"('1 ', ' bedroom')",$0,Feb 15
1326,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,764 Sq Ft,764,"$2,124 - 2,164",2124 ,"('1 ', ' bedroom')",$0,Mar 1
1327,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,764 Sq Ft,764,"$2,134",2134,"('1 ', ' bedroom')",$0,Mar 1
1328,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,167",2167,"('1 ', ' bedroom')",$0,Mar 1
1329,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,166",2166,"('1 ', ' bedroom')",$0,Mar 1
1330,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,756 Sq Ft,756,"$2,166",2166,"('1 ', ' bedroom')",$0,Mar 1
1331,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,171",2171,"('1 ', ' bedroom')",$0,Mar 1
1332,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,280 - 2,320",2280 ,"('1 ', ' bedroom')",$0,Mar 1
1333,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,295",2295,"('1 ', ' bedroom')",$0,Mar 1
1334,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,138",2138,"('1 ', ' bedroom')",$0,Mar 15
1337,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,744 Sq Ft,744,"$2,198",2198,"('1 ', ' bedroom')",$0,Mar 15
1338,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,764 Sq Ft,764,"$2,124",2124,"('1 ', ' bedroom')",$0,Mar 15
1339,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,172",2172,"('1 ', ' bedroom')",$0,Mar 15
1340,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,146",2146,"('1 ', ' bedroom')",$0,Mar 15
1341,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,176",2176,"('1 ', ' bedroom')",$0,Mar 15
1342,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,756 Sq Ft,756,"$2,171",2171,"('1 ', ' bedroom')",$0,Mar 15
1343,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,171",2171,"('1 ', ' bedroom')",$0,Mar 15
1347,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,285",2285,"('1 ', ' bedroom')",$0,Mar 15
1348,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,290",2290,"('1 ', ' bedroom')",$0,Mar 15
1349,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,295",2295,"('1 ', ' bedroom')",$0,Mar 15
1350,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,854 Sq Ft,854,"$2,113",2113,"('1 ', ' bedroom')",$0,Apr 1
1353,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,764 Sq Ft,764,"$2,144",2144,"('1 ', ' bedroom')",$0,Apr 1
1354,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,764 Sq Ft,764,"$2,154",2154,"('1 ', ' bedroom')",$0,Apr 1
1355,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,764 Sq Ft,764,"$2,164",2164,"('1 ', ' bedroom')",$0,Apr 1
1356,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,157",2157,"('1 ', ' bedroom')",$0,Apr 1
1357,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,167",2167,"('1 ', ' bedroom')",$0,Apr 1
1358,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,738 Sq Ft,738,"$2,177",2177,"('1 ', ' bedroom')",$0,Apr 1
1359,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,176",2176,"('1 ', ' bedroom')",$0,Apr 1
1360,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,186",2186,"('1 ', ' bedroom')",$0,Apr 1
1361,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,780 Sq Ft,780,"$2,191",2191,"('1 ', ' bedroom')",$0,Apr 1
1362,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,156",2156,"('1 ', ' bedroom')",$0,Apr 1
1363,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,166",2166,"('1 ', ' bedroom')",$0,Apr 1
1364,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,737 Sq Ft,737,"$2,191",2191,"('1 ', ' bedroom')",$0,Apr 1
1365,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,756 Sq Ft,756,"$2,176",2176,"('1 ', ' bedroom')",$0,Apr 1
1366,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,756 Sq Ft,756,"$2,186",2186,"('1 ', ' bedroom')",$0,Apr 1
1367,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,186",2186,"('1 ', ' bedroom')",$0,Apr 1
1368,Park Kennedy,https://www.apartments.com/park-kennedy-washington-dc/yf93vtt,855 Sq Ft,855,"$2,280",2280,"('1 ', ' bedroom')",$0,Apr 1
1453,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,706 Sq Ft,706,"$1,670 - 7,626",1670 ,"('1 ', ' bedroom')",$0,Available Now
1454,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,706 Sq Ft,706,"$1,826 - 7,684",1826 ,"('1 ', ' bedroom')",$0,Available Now
1455,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,706 Sq Ft,706,"$1,931 - 8,049",1931 ,"('1 ', ' bedroom')",$0,Available Now
1456,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,811 - 819 Sq Ft,811819,"$1,843 - 11,151",1843 ,"('1 ', ' bedroom')",$0,Available Now
1457,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,811 Sq Ft,811,"$1,843 - 8,357",1843 ,"('1 ', ' bedroom')",$0,Available Now
1458,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,819 Sq Ft,819,"$1,909 - 8,604",1909 ,"('1 ', ' bedroom')",$0,Available Now
1459,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,811 Sq Ft,811,"$2,043 - 8,617",2043 ,"('1 ', ' bedroom')",$0,Available Now
1460,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,800 Sq Ft,800,"$2,052 - 8,971",2052 ,"('1 ', ' bedroom')",$0,Available Now
1462,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,"1,013 Sq Ft",1013,"$2,141 - 8,861",2141 ,"('1 ', ' bedroom')",$0,Available Now
1464,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,811 Sq Ft,811,"$1,897 - 7,928",1897 ,"('1 ', ' bedroom')",$0,Feb 10
1465,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,819 Sq Ft,819,"$2,008 - 8,113",2008 ,"('1 ', ' bedroom')",$0,Feb 16
1466,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,819 Sq Ft,819,"$2,038 - 8,225",2038 ,"('1 ', ' bedroom')",$0,Feb 17
1467,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,843 Sq Ft,843,"$2,214 - 8,893",2214 ,"('1 ', ' bedroom')",$0,Mar 9
1469,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,721 Sq Ft,721,"$1,961 - 7,902",1961 ,"('1 ', ' bedroom')",$0,Mar 10
1471,Mass Court,https://www.apartments.com/mass-court-washington-dc/ghlk6jw,819 Sq Ft,819,"$2,206 - 11,151",2206 ,"('1 ', ' bedroom')",$0,Mar 26
1583,100K,https://www.apartments.com/100k-washington-dc/yyemckv,759 Sq Ft,759,"$2,075",2075,"('1 ', ' bedroom')",$0,Mar 13
1585,100K,https://www.apartments.com/100k-washington-dc/yyemckv,762 Sq Ft,762,"$2,050",2050,"('1 ', ' bedroom')",$0,Apr 8
1591,Avalon at Gallery Place,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,753 Sq Ft,753,"$1,850 - 1,895",1850 ,"('1 ', ' bedroom')",$350,Available Now
1592,Avalon at Gallery Place,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,728 Sq Ft,728,"$1,863",1863,"('1 ', ' bedroom')",$350,Available Now
1593,Avalon at Gallery Place,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,718 Sq Ft,718,"$1,950",1950,"('1 ', ' bedroom')",$350,Available Now
1594,Avalon at Gallery Place,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,827 Sq Ft,827,"$2,085",2085,"('1 ', ' bedroom')",$350,Available Now
1595,Avalon at Gallery Place,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,809 Sq Ft,809,"$2,130",2130,"('1 ', ' bedroom')",$350,Available Now
1596,Avalon at Gallery Place,https://www.apartments.com/avalon-at-gallery-place-washington-dc/2xewxe9,753 Sq Ft,753,"$2,210",2210,"('1 ', ' bedroom')",$350,Available Now
1603,The Etta,https://www.apartments.com/the-etta-washington-dc/7v5936y,817 - 900 Sq Ft,817900,"$2,150 - 2,195",2150 ,"('2 ', ' bedroom')",$0,Available Now
1630,Capitol Yards,https://www.apartments.com/capitol-yards-washington-dc/0xrcww3,752 Sq Ft,752,"$1,660 - 3,732",1660 ,"('1 ', ' bedroom')",$0,Feb 21
1729,Bell Capitol Hill,https://www.apartments.com/bell-capitol-hill-washington-dc/j32g7t7,773 Sq Ft,773,"$1,590 - 2,350",1590 ,"('1 ', ' bedroom')",$0,Available Now
1731,Bell Capitol Hill,https://www.apartments.com/bell-capitol-hill-washington-dc/j32g7t7,773 Sq Ft,773,"$1,705 - 2,465",1705 ,"('1 ', ' bedroom')",$0,Available Now
1777,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,722 Sq Ft,722,"$1,804 - 3,511",1804 ,"('1 ', ' bedroom')",$0,Available Now
1779,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,720 Sq Ft,720,"$1,804 - 3,595",1804 ,"('1 ', ' bedroom')",$0,Available Now
1780,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,720 Sq Ft,720,"$1,804 - 3,511",1804 ,"('1 ', ' bedroom')",$0,Available Now
1781,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,720 Sq Ft,720,"$1,854 - 3,595",1854 ,"('1 ', ' bedroom')",$0,Available Now
1782,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,731 Sq Ft,731,"$1,839 - 3,569",1839 ,"('1 ', ' bedroom')",$0,Available Now
1784,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,723 Sq Ft,723,"$2,210 - 4,250",2210 ,"('1 ', ' bedroom')",$0,Available Now
1786,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,772 Sq Ft,772,"$2,285 - 4,376",2285 ,"('1 ', ' bedroom')",$0,Available Now
1792,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,756 Sq Ft,756,"$1,859 - 3,417",1859 ,"('1 ', ' bedroom')",$0,Apr 3
1793,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,779 Sq Ft,779,"$1,839 - 3,386",1839 ,"('1 ', ' bedroom')",$0,Apr 4
1795,ORE 82,https://www.apartments.com/ore-82-washington-dc/endrtlp,722 Sq Ft,722,"$1,879 - 3,449",1879 ,"('1 ', ' bedroom')",$0,Apr 11
1815,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,"979 - 1,000 Sq Ft",9791000,"$2,220 - 2,572",2220 ,"('1 ', ' bedroom')",$0,Available Now
1816,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,981 Sq Ft,981,"$2,220",2220,"('1 ', ' bedroom')",$0,Available Now
1817,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,773 - 865 Sq Ft,773865,"$1,943 - 2,040",1943 ,"('1 ', ' bedroom')",$0,Feb 10
1818,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,865 Sq Ft,865,"$1,950",1950,"('1 ', ' bedroom')",$0,Feb 10
1819,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,773 Sq Ft,773,"$1,943",1943,"('1 ', ' bedroom')",$0,Feb 18
1820,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,773 Sq Ft,773,"$1,984",1984,"('1 ', ' bedroom')",$0,Mar 4
1821,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,773 Sq Ft,773,"$2,005",2005,"('1 ', ' bedroom')",$0,Mar 4
1822,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,761 - 795 Sq Ft,761795,"$1,980",1980,"('1 ', ' bedroom')",$0,Mar 6
1823,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,795 Sq Ft,795,"$1,980",1980,"('1 ', ' bedroom')",$0,Mar 6
1824,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,773 Sq Ft,773,"$2,040",2040,"('1 ', ' bedroom')",$0,Apr 2
1825,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,707 Sq Ft,707,"$1,820",1820,"('1 ', ' bedroom')",$0,Apr 16
1827,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,825 Sq Ft,825,"$2,010",2010,"('1 ', ' bedroom')",$0,Apr 16
1829,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,736 Sq Ft,736,"$1,907",1907,"('1 ', ' bedroom')",$0,Apr 30
1831,425 Mass,https://www.apartments.com/425-mass-washington-dc/035wmw1,773 Sq Ft,773,"$2,010",2010,"('1 ', ' bedroom')",$0,May 28
1849,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,709 Sq Ft,709,"$1,780 - 2,970",1780 ,"('1 ', ' bedroom')","$2,230",Available Now
1850,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,709 Sq Ft,709,"$1,780 - 2,750",1780 ,"('1 ', ' bedroom')",$0,Available Now
1851,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,805 Sq Ft,805,"$2,015 - 2,985",2015 ,"('1 ', ' bedroom')","$2,475",Available Now
1852,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,805 Sq Ft,805,"$2,015 - 2,985",2015 ,"('1 ', ' bedroom')",$0,Available Now
1853,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,709 Sq Ft,709,"$1,850 - 2,970",1850 ,"('1 ', ' bedroom')",$0,Mar 7
1854,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,701 Sq Ft,701,"$1,870 - 2,970",1870 ,"('1 ', ' bedroom')",$0,Mar 12
1856,360H Street,https://www.apartments.com/360h-street-washington-dc/7e09fsy,709 Sq Ft,709,"$1,850 - 2,920",1850 ,"('1 ', ' bedroom')",$0,Apr 3
